ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
PHX -> KOA,288,0,2860.0,0.0,PHX,KOA,4106,87.49200937566587,100.0
SLC -> TUL,288,0,926.0,0.0,SLC,TUL,4107,87.51331770722352,100.0
JFK -> OAK,284,0,2576.0,0.0,JFK,OAK,4108,87.53462603878116,100.0
PDX -> PSP,278,0,873.0,0.0,PDX,PSP,4109,87.5559343703388,100.0
ANC -> HNL,275,0,2777.0,0.0,ANC,HNL,4110,87.57724270189644,100.0
HNL -> ANC,275,0,2777.0,0.0,HNL,ANC,4111,87.59855103345407,100.0
LAS -> ALB,274,0,2237.0,0.0,LAS,ALB,4112,87.61985936501172,100.0
FWA -> MSP,273,0,488.0,0.0,FWA,MSP,4113,87.64116769656935,100.0
PHX -> RDU,259,0,1891.0,0.0,PHX,RDU,4114,87.662476028127,100.0
RDU -> PHX,258,0,1891.0,0.0,RDU,PHX,4115,87.68378435968464,100.0
DTW -> SYR,257,0,374.0,0.0,DTW,SYR,4116,87.70509269124229,100.0
MEM -> LAX,257,0,1619.0,0.0,MEM,LAX,4117,87.72640102279992,100.0
PDX -> CLT,256,0,2282.0,0.0,PDX,CLT,4118,87.74770935435755,100.0
LAX -> MEM,255,0,1619.0,0.0,LAX,MEM,4119,87.7690176859152,100.0
CLT -> PDX,254,0,2282.0,0.0,CLT,PDX,4120,87.79032601747284,100.0
LAX -> SMX,248,0,134.0,0.0,LAX,SMX,4121,87.81163434903047,100.0
MSP -> INL,243,0,255.0,0.0,MSP,INL,4122,87.8329426805881,100.0
SAT -> MSY,240,0,494.0,0.0,SAT,MSY,4123,87.85425101214574,100.0
DAL -> MKE,238,0,850.0,0.0,DAL,MKE,4124,87.87555934370339,100.0
CMH -> DAL,237,0,919.0,0.0,CMH,DAL,4125,87.89686767526102,100.0
DAL -> CMH,237,0,919.0,0.0,DAL,CMH,4126,87.91817600681867,100.0
DAL -> IND,237,0,755.0,0.0,DAL,IND,4127,87.9394843383763,100.0
IND -> DAL,237,0,755.0,0.0,IND,DAL,4128,87.96079266993394,100.0
SMF -> DAL,237,0,1442.0,0.0,SMF,DAL,4129,87.98210100149159,100.0
CVG -> SFO,231,0,2036.0,0.0,CVG,SFO,4130,88.00340933304922,100.0
SFO -> CVG,230,0,2036.0,0.0,SFO,CVG,4131,88.02471766460687,100.0
ABQ -> PDX,229,0,1111.0,0.0,ABQ,PDX,4132,88.0460259961645,100.0
PDX -> ABQ,228,0,1111.0,0.0,PDX,ABQ,4133,88.06733432772214,100.0
PHL -> STT,227,0,1605.0,0.0,PHL,STT,4134,88.08864265927978,100.0
DTW -> PDX,223,0,1953.0,0.0,DTW,PDX,4135,88.10995099083742,100.0
PDX -> DTW,223,0,1953.0,0.0,PDX,DTW,4136,88.13125932239507,100.0
LAS -> BLI,218,0,954.0,0.0,LAS,BLI,4137,88.1525676539527,100.0
BLI -> LAS,217,0,954.0,0.0,BLI,LAS,4138,88.17387598551034,100.0
MDW -> RNO,216,0,1680.0,0.0,MDW,RNO,4139,88.19518431706797,100.0
ABQ -> MSP,215,0,981.0,0.0,ABQ,MSP,4140,88.2164926486256,100.0
BOS -> CMH,215,0,640.0,0.0,BOS,CMH,4141,88.23780098018325,100.0
MSY -> SFO,214,0,1911.0,0.0,MSY,SFO,4142,88.25910931174089,100.0
MSP -> ABQ,213,0,981.0,0.0,MSP,ABQ,4143,88.28041764329852,100.0
BWI -> ECP,209,0,798.0,0.0,BWI,ECP,4144,88.30172597485617,100.0
ECP -> BWI,209,0,798.0,0.0,ECP,BWI,4145,88.3230343064138,100.0
SLC -> WYS,208,0,273.0,0.0,SLC,WYS,4146,88.34434263797145,100.0
WYS -> SLC,208,0,273.0,0.0,WYS,SLC,4147,88.36565096952909,100.0
MIA -> AUS,207,0,1103.0,0.0,MIA,AUS,4148,88.38695930108672,100.0
MIA -> SAT,207,0,1143.0,0.0,MIA,SAT,4149,88.40826763264437,100.0
SAT -> MIA,206,0,1143.0,0.0,SAT,MIA,4150,88.429575964202,100.0
PHX -> DSM,204,0,1149.2745098039215,0.0,PHX,DSM,4151,88.45088429575965,100.0
DSM -> PHX,203,0,1149.2758620689656,0.0,DSM,PHX,4152,88.47219262731728,100.0
LIH -> SAN,199,0,2676.0,0.0,LIH,SAN,4153,88.49350095887492,100.0
SAN -> LIH,199,0,2676.0,0.0,SAN,LIH,4154,88.51480929043257,100.0
BUF -> MSP,197,0,735.0,0.0,BUF,MSP,4155,88.5361176219902,100.0
CLT -> SMF,195,0,2244.0,0.0,CLT,SMF,4156,88.55742595354783,100.0
MSP -> BUF,195,0,735.0,0.0,MSP,BUF,4157,88.57873428510547,100.0
SJC -> KOA,193,0,2384.0,0.0,SJC,KOA,4158,88.60004261666312,100.0
LIH -> OAK,191,0,2457.0,0.0,LIH,OAK,4159,88.62135094822075,100.0
OAK -> LIH,191,0,2457.0,0.0,OAK,LIH,4160,88.64265927977839,100.0
LIH -> SJC,190,0,2466.0,0.0,LIH,SJC,4161,88.66396761133603,100.0
SJC -> LIH,190,0,2466.0,0.0,SJC,LIH,4162,88.68527594289367,100.0
IAD -> MSY,188,0,955.0,0.0,IAD,MSY,4163,88.7065842744513,100.0
SEA -> BNA,185,0,1978.0,0.0,SEA,BNA,4164,88.72789260600895,100.0
SAN -> STL,184,0,1557.0,0.0,SAN,STL,4165,88.74920093756658,100.0
STL -> SAN,184,0,1557.0,0.0,STL,SAN,4166,88.77050926912423,100.0
SFO -> BZN,182,0,807.0,0.0,SFO,BZN,4167,88.79181760068187,100.0
BOS -> ACY,181,0,274.0,0.0,BOS,ACY,4168,88.8131259322395,100.0
MSP -> TUS,179,0,1298.0,0.0,MSP,TUS,4169,88.83443426379715,100.0
BNA -> OAK,177,0,1959.0,0.0,BNA,OAK,4170,88.85574259535478,100.0
KOA -> PDX,177,0,2607.0,0.0,KOA,PDX,4171,88.87705092691243,100.0
MSY -> OAK,177,0,1903.0,0.0,MSY,OAK,4172,88.89835925847007,100.0
OAK -> BNA,177,0,1959.0,0.0,OAK,BNA,4173,88.9196675900277,100.0
OAK -> MSY,177,0,1903.0,0.0,OAK,MSY,4174,88.94097592158533,100.0
PDX -> KOA,177,0,2607.0,0.0,PDX,KOA,4175,88.96228425314298,100.0
SAV -> DTW,174,0,705.0,0.0,SAV,DTW,4176,88.98359258470062,100.0
MSP -> SYR,172,0,860.0,0.0,MSP,SYR,4177,89.00490091625825,100.0
SYR -> MSP,172,0,860.0,0.0,SYR,MSP,4178,89.02620924781588,100.0
IAH -> MTJ,171,0,927.0,0.0,IAH,MTJ,4179,89.04751757937353,100.0
MTJ -> IAH,171,0,927.0,0.0,MTJ,IAH,4180,89.06882591093117,100.0
JFK -> RNO,169,0,2411.0,0.0,JFK,RNO,4181,89.09013424248882,100.0
ECP -> STL,164,0,634.0,0.0,ECP,STL,4182,89.11144257404645,100.0
STL -> ECP,164,0,634.0,0.0,STL,ECP,4183,89.1327509056041,100.0
CLT -> ILM,162,0,185.0,0.0,CLT,ILM,4184,89.15405923716173,100.0
ILM -> CLT,161,0,185.0,0.0,ILM,CLT,4185,89.17536756871937,100.0
TPA -> GRR,161,0,1041.0,0.0,TPA,GRR,4186,89.19667590027701,100.0
DTW -> CMH,160,0,155.0,0.0,DTW,CMH,4187,89.21798423183465,100.0
DTW -> SAV,159,0,705.0,0.0,DTW,SAV,4188,89.2392925633923,100.0
JFK -> PIT,158,0,340.0,0.0,JFK,PIT,4189,89.26060089494993,100.0
AUS -> SNA,156,0,1209.0,0.0,AUS,SNA,4190,89.28190922650757,100.0
AUS -> STL,156,0,721.0,0.0,AUS,STL,4191,89.3032175580652,100.0
BLI -> HNL,156,0,2715.0,0.0,BLI,HNL,4192,89.32452588962285,100.0
HNL -> BLI,156,0,2715.0,0.0,HNL,BLI,4193,89.34583422118048,100.0
SNA -> AUS,156,0,1209.0,0.0,SNA,AUS,4194,89.36714255273812,100.0
STL -> AUS,156,0,721.0,0.0,STL,AUS,4195,89.38845088429575,100.0
MSP -> PSP,155,0,1454.0,0.0,MSP,PSP,4196,89.4097592158534,100.0
PDX -> STL,153,0,1708.0,0.0,PDX,STL,4197,89.43106754741103,100.0
DAL -> ECP,152,0,674.0,0.0,DAL,ECP,4198,89.45237587896868,100.0
ECP -> DAL,152,0,674.0,0.0,ECP,DAL,4199,89.47368421052632,100.0
CLE -> SEA,151,0,2021.0,0.0,CLE,SEA,4200,89.49499254208395,100.0
HOU -> SEA,147,0,1894.0,0.0,HOU,SEA,4201,89.5163008736416,100.0
ORD -> ACY,147,0,720.0,0.0,ORD,ACY,4202,89.53760920519923,100.0
CLT -> GSO,143,0,83.0,0.0,CLT,GSO,4203,89.55891753675688,100.0
GSO -> CLT,142,0,83.0,0.0,GSO,CLT,4204,89.58022586831451,100.0
BMI -> DTW,136,0,313.0,0.0,BMI,DTW,4205,89.60153419987215,100.0
DTW -> BMI,136,0,313.0,0.0,DTW,BMI,4206,89.6228425314298,100.0
JAC -> MSP,134,0,872.0,0.0,JAC,MSP,4207,89.64415086298743,100.0
DEN -> GSO,133,0,1370.0,0.0,DEN,GSO,4208,89.66545919454506,100.0
GSO -> DEN,133,0,1370.0,0.0,GSO,DEN,4209,89.68676752610271,100.0
MSP -> JAC,133,0,872.0,0.0,MSP,JAC,4210,89.70807585766035,100.0
CVG -> SEA,131,0,1965.0,0.0,CVG,SEA,4211,89.72938418921798,100.0
SEA -> CVG,131,0,1965.0,0.0,SEA,CVG,4212,89.75069252077562,100.0
ORD -> FCA,130,0,1352.0,0.0,ORD,FCA,4213,89.77200085233326,100.0
AUS -> MSP,124,0,1042.0,0.0,AUS,MSP,4214,89.7933091838909,100.0
FAI -> MSP,124,0,2466.0,0.0,FAI,MSP,4215,89.81461751544853,100.0
MSP -> FAI,124,0,2466.0,0.0,MSP,FAI,4216,89.83592584700618,100.0
JAX -> LAS,123,0,1965.0,0.0,JAX,LAS,4217,89.85723417856381,100.0
LAS -> JAX,123,0,1965.0,0.0,LAS,JAX,4218,89.87854251012146,100.0
MSP -> ROC,123,0,783.0,0.0,MSP,ROC,4219,89.8998508416791,100.0
ROC -> MSP,123,0,783.0,0.0,ROC,MSP,4220,89.92115917323673,100.0
JFK -> MVY,121,0,173.0,0.0,JFK,MVY,4221,89.94246750479438,100.0
MVY -> JFK,121,0,173.0,0.0,MVY,JFK,4222,89.96377583635201,100.0
DFW -> ANC,119,0,3043.0,0.0,DFW,ANC,4223,89.98508416790966,100.0
ANC -> LGB,118,0,2360.0,0.0,ANC,LGB,4224,90.0063924994673,100.0
LGB -> ANC,118,0,2360.0,0.0,LGB,ANC,4225,90.02770083102493,100.0
DAY -> TPA,117,0,828.0,0.0,DAY,TPA,4226,90.04900916258258,100.0
KOA -> SAN,117,0,2556.0,0.0,KOA,SAN,4227,90.07031749414021,100.0
TPA -> DAY,117,0,828.0,0.0,TPA,DAY,4228,90.09162582569785,100.0
SAN -> KOA,115,0,2556.0,0.0,SAN,KOA,4229,90.11293415725548,100.0
BOS -> DAL,114,0,1554.0,0.0,BOS,DAL,4230,90.13424248881311,100.0
CLT -> DAL,114,0,926.0,0.0,CLT,DAL,4231,90.15555082037076,100.0
CMH -> OAK,114,0,2110.0,0.0,CMH,OAK,4232,90.1768591519284,100.0
DAL -> BOS,114,0,1554.0,0.0,DAL,BOS,4233,90.19816748348605,100.0
DAL -> CLT,114,0,926.0,0.0,DAL,CLT,4234,90.21947581504368,100.0
DAL -> OMA,114,0,585.0,0.0,DAL,OMA,4235,90.24078414660131,100.0
DAL -> PHL,114,0,1295.0,0.0,DAL,PHL,4236,90.26209247815896,100.0
DAL -> RDU,114,0,1052.0,0.0,DAL,RDU,4237,90.2834008097166,100.0
DAL -> SLC,114,0,999.0,0.0,DAL,SLC,4238,90.30470914127424,100.0
OAK -> CMH,114,0,2110.0,0.0,OAK,CMH,4239,90.32601747283188,100.0
OGG -> ORD,114,0,4184.0,0.0,OGG,ORD,4240,90.34732580438951,100.0
OMA -> DAL,114,0,585.0,0.0,OMA,DAL,4241,90.36863413594716,100.0
ORD -> OGG,114,0,4184.0,0.0,ORD,OGG,4242,90.3899424675048,100.0
PHL -> DAL,114,0,1295.0,0.0,PHL,DAL,4243,90.41125079906244,100.0
PIT -> DAL,114,0,1060.0,0.0,PIT,DAL,4244,90.43255913062008,100.0
RDU -> DAL,114,0,1052.0,0.0,RDU,DAL,4245,90.45386746217771,100.0
SLC -> DAL,114,0,999.0,0.0,SLC,DAL,4246,90.47517579373535,100.0
MSP -> TVC,110,0,376.0,0.0,MSP,TVC,4247,90.49648412529298,100.0
MSY -> MKE,109,0,903.0,0.0,MSY,MKE,4248,90.51779245685063,100.0
TVC -> MSP,109,0,376.0,0.0,TVC,MSP,4249,90.53910078840826,100.0
HNL -> PPG,107,0,2599.0,0.0,HNL,PPG,4250,90.5604091199659,100.0
PPG -> HNL,107,0,2599.0,0.0,PPG,HNL,4251,90.58171745152355,100.0
ATL -> JAC,103,0,1572.0,0.0,ATL,JAC,4252,90.60302578308118,100.0
ANC -> ATL,102,0,3417.0,0.0,ANC,ATL,4253,90.62433411463883,100.0
ATL -> ANC,102,0,3417.0,0.0,ATL,ANC,4254,90.64564244619646,100.0
BOS -> OAK,102,0,2694.0,0.0,BOS,OAK,4255,90.66695077775411,100.0
JAC -> ATL,102,0,1572.0,0.0,JAC,ATL,4256,90.68825910931174,100.0
OAK -> BOS,102,0,2694.0,0.0,OAK,BOS,4257,90.70956744086938,100.0
PDX -> LIH,101,0,2631.0,0.0,PDX,LIH,4258,90.73087577242703,100.0
ATL -> EGE,100,0,1312.0,0.0,ATL,EGE,4259,90.75218410398466,100.0
GRR -> RSW,100,0,1147.0,0.0,GRR,RSW,4260,90.77349243554231,100.0
ABQ -> MCO,99,0,1553.0,0.0,ABQ,MCO,4261,90.79480076709994,100.0
AUS -> PDX,99,0,1715.0,0.0,AUS,PDX,4262,90.81610909865758,100.0
FAT -> PDX,99,0,626.0,0.0,FAT,PDX,4263,90.83741743021521,100.0
MCO -> ABQ,99,0,1553.0,0.0,MCO,ABQ,4264,90.85872576177285,100.0
PDX -> AUS,99,0,1715.0,0.0,PDX,AUS,4265,90.8800340933305,100.0
ANC -> SLC,98,0,2125.0,0.0,ANC,SLC,4266,90.90134242488813,100.0
SLC -> ANC,98,0,2125.0,0.0,SLC,ANC,4267,90.92265075644576,100.0
SRQ -> EWR,98,0,1034.0,0.0,SRQ,EWR,4268,90.94395908800341,100.0
ATL -> BZN,97,0,1640.0,0.0,ATL,BZN,4269,90.96526741956104,100.0
BZN -> ATL,97,0,1640.0,0.0,BZN,ATL,4270,90.98657575111869,100.0
EGE -> ATL,97,0,1312.0,0.0,EGE,ATL,4271,91.00788408267633,100.0
PHX -> CVG,96,0,1569.0,0.0,PHX,CVG,4272,91.02919241423396,100.0
ABQ -> CLT,95,0,1449.0,0.0,ABQ,CLT,4273,91.05050074579161,100.0
ATL -> HDN,95,0,1340.0,0.0,ATL,HDN,4274,91.07180907734924,100.0
CLT -> ABQ,95,0,1449.0,0.0,CLT,ABQ,4275,91.09311740890689,100.0
HDN -> ATL,95,0,1340.0,0.0,HDN,ATL,4276,91.11442574046453,100.0
BLI -> OGG,89,0,2681.0,0.0,BLI,OGG,4277,91.13573407202216,100.0
DEN -> KOA,86,0,3329.0,0.0,DEN,KOA,4278,91.15704240357981,100.0
IND -> SLC,86,0,1355.0,0.0,IND,SLC,4279,91.17835073513744,100.0
SLC -> IND,86,0,1355.0,0.0,SLC,IND,4280,91.19965906669508,100.0
MCO -> MDT,85,0,851.0,0.0,MCO,MDT,4281,91.22096739825271,100.0
MDT -> MCO,85,0,851.0,0.0,MDT,MCO,4282,91.24227572981034,100.0
ANC -> LAS,84,0,2304.0,0.0,ANC,LAS,4283,91.263584061368,100.0
BOS -> MVY,84,0,70.0,0.0,BOS,MVY,4284,91.28489239292563,100.0
LAS -> ANC,84,0,2304.0,0.0,LAS,ANC,4285,91.30620072448328,100.0
MVY -> BOS,84,0,70.0,0.0,MVY,BOS,4286,91.32750905604091,100.0
IAH -> ANC,82,0,3266.0,0.0,IAH,ANC,4287,91.34881738759854,100.0
MSP -> MBS,79,0,463.0,0.0,MSP,MBS,4288,91.37012571915619,100.0
SDF -> DTW,79,0,306.0,0.0,SDF,DTW,4289,91.39143405071383,100.0
ANC -> DLG,77,0,329.0,0.0,ANC,DLG,4290,91.41274238227147,100.0
BUF -> RSW,77,0,1144.0,0.0,BUF,RSW,4291,91.43405071382911,100.0
DLG -> ANC,77,0,329.0,0.0,DLG,ANC,4292,91.45535904538674,100.0
LAX -> PBI,77,0,2330.0,0.0,LAX,PBI,4293,91.47666737694439,100.0
PBI -> LAX,77,0,2330.0,0.0,PBI,LAX,4294,91.49797570850203,100.0
RSW -> BUF,77,0,1144.0,0.0,RSW,BUF,4295,91.51928404005967,100.0
DTW -> SRQ,75,0,1022.0,0.0,DTW,SRQ,4296,91.54059237161731,100.0
IAD -> CVG,75,0,388.0,0.0,IAD,CVG,4297,91.56190070317494,100.0
MCI -> CVG,75,0,539.0,0.0,MCI,CVG,4298,91.58320903473258,100.0
PHL -> SMF,75,0,2458.0,0.0,PHL,SMF,4299,91.60451736629021,100.0
SLC -> DSM,75,0,955.0,0.0,SLC,DSM,4300,91.62582569784786,100.0
SMF -> PHL,75,0,2458.0,0.0,SMF,PHL,4301,91.64713402940549,100.0
SRQ -> DTW,75,0,1022.0,0.0,SRQ,DTW,4302,91.66844236096313,100.0
DEN -> PBI,74,0,1679.0,0.0,DEN,PBI,4303,91.68975069252078,100.0
MBS -> MSP,74,0,463.0,0.0,MBS,MSP,4304,91.71105902407841,100.0
PBI -> DEN,73,0,1679.0,0.0,PBI,DEN,4305,91.73236735563606,100.0
CVG -> IAD,72,0,388.0,0.0,CVG,IAD,4306,91.75367568719369,100.0
CVG -> MCI,72,0,539.0,0.0,CVG,MCI,4307,91.77498401875133,100.0
IAD -> MEM,71,0,742.0,0.0,IAD,MEM,4308,91.79629235030897,100.0
MEM -> IAD,71,0,742.0,0.0,MEM,IAD,4309,91.81760068186661,100.0
ANC -> OGG,67,0,2797.0,0.0,ANC,OGG,4310,91.83890901342426,100.0
OGG -> ANC,67,0,2797.0,0.0,OGG,ANC,4311,91.86021734498189,100.0
DTW -> TYS,66,0,443.0,0.0,DTW,TYS,4312,91.88152567653952,100.0
TYS -> DTW,66,0,443.0,0.0,TYS,DTW,4313,91.90283400809717,100.0
IND -> RDU,65,0,489.0,0.0,IND,RDU,4314,91.92414233965481,100.0
ATL -> OAK,64,0,2130.0,0.0,ATL,OAK,4315,91.94545067121244,100.0
CRW -> MYR,64,0,356.0,0.0,CRW,MYR,4316,91.96675900277008,100.0
MYR -> CRW,64,0,356.0,0.0,MYR,CRW,4317,91.98806733432772,100.0
OAK -> ATL,64,0,2130.0,0.0,OAK,ATL,4318,92.00937566588536,100.0
AKN -> ANC,63,0,288.0,0.0,AKN,ANC,4319,92.03068399744299,100.0
ANC -> AKN,63,0,288.0,0.0,ANC,AKN,4320,92.05199232900064,100.0
HOU -> PDX,63,0,1843.0,0.0,HOU,PDX,4321,92.07330066055827,100.0
LAX -> HDN,63,0,763.0,0.0,LAX,HDN,4322,92.09460899211592,100.0
LAX -> OMA,63,0,1330.0,0.0,LAX,OMA,4323,92.11591732367356,100.0
MDW -> BOI,63,0,1448.0,0.0,MDW,BOI,4324,92.13722565523119,100.0
OMA -> LAX,63,0,1330.0,0.0,OMA,LAX,4325,92.15853398678884,100.0
RDU -> SEA,61,0,2354.0,0.0,RDU,SEA,4326,92.17984231834647,100.0
SEA -> RDU,61,0,2354.0,0.0,SEA,RDU,4327,92.20115064990412,100.0
SLC -> MEM,56,0,1262.0,0.0,SLC,MEM,4328,92.22245898146176,100.0
MEM -> SLC,55,0,1262.0,0.0,MEM,SLC,4329,92.24376731301939,100.0
LGA -> PWM,54,0,269.0,0.0,LGA,PWM,4330,92.26507564457704,100.0
BNA -> MIA,52,0,806.0,0.0,BNA,MIA,4331,92.28638397613467,100.0
MIA -> BNA,51,0,806.0,0.0,MIA,BNA,4332,92.3076923076923,100.0
MYR -> PBG,51,0,811.0,0.0,MYR,PBG,4333,92.32900063924994,100.0
RIC -> MIA,51,0,825.0,0.0,RIC,MIA,4334,92.35030897080759,100.0
SFO -> XNA,51,0,1550.0,0.0,SFO,XNA,4335,92.37161730236522,100.0
MCI -> RSW,50,0,1155.0,0.0,MCI,RSW,4336,92.39292563392286,100.0
MIA -> RIC,50,0,825.0,0.0,MIA,RIC,4337,92.4142339654805,100.0
RSW -> MCI,50,0,1155.0,0.0,RSW,MCI,4338,92.43554229703814,100.0
CVG -> STL,49,0,308.0,0.0,CVG,STL,4339,92.45685062859577,100.0
RSW -> PVD,49,0,1200.0,0.0,RSW,PVD,4340,92.47815896015342,100.0
FNT -> RSW,48,0,1138.0,0.0,FNT,RSW,4341,92.49946729171106,100.0
HDN -> SEA,48,0,891.0,0.0,HDN,SEA,4342,92.5207756232687,100.0
RSW -> FNT,48,0,1138.0,0.0,RSW,FNT,4343,92.54208395482634,100.0
SEA -> HDN,48,0,891.0,0.0,SEA,HDN,4344,92.56339228638397,100.0
STL -> CVG,48,0,308.0,0.0,STL,CVG,4345,92.58470061794162,100.0
CAK -> LAS,47,0,1846.0,0.0,CAK,LAS,4346,92.60600894949926,100.0
LAS -> CAK,47,0,1846.0,0.0,LAS,CAK,4347,92.6273172810569,100.0
LAS -> MEM,47,0,1416.0,0.0,LAS,MEM,4348,92.64862561261454,100.0
MEM -> LAS,47,0,1416.0,0.0,MEM,LAS,4349,92.66993394417217,100.0
TUL -> MIA,47,0,1168.0,0.0,TUL,MIA,4350,92.6912422757298,100.0
BIL -> ORD,46,0,1060.0,0.0,BIL,ORD,4351,92.71255060728745,100.0
MSP -> SJU,46,0,2404.0,0.0,MSP,SJU,4352,92.73385893884509,100.0
ORD -> BIL,46,0,1060.0,0.0,ORD,BIL,4353,92.75516727040272,100.0
ORD -> STT,46,0,2116.0,0.0,ORD,STT,4354,92.77647560196036,100.0
SJU -> MSP,46,0,2404.0,0.0,SJU,MSP,4355,92.797783933518,100.0
STT -> ORD,46,0,2116.0,0.0,STT,ORD,4356,92.81909226507564,100.0
TVC -> LGA,46,0,655.0,0.0,TVC,LGA,4357,92.84040059663329,100.0
BTV -> LGA,45,0,258.0,0.0,BTV,LGA,4358,92.86170892819092,100.0
HNL -> MSP,45,0,3972.0,0.0,HNL,MSP,4359,92.88301725974856,100.0
KOA -> ANC,45,0,2874.0,0.0,KOA,ANC,4360,92.9043255913062,100.0
MSP -> HNL,45,0,3972.0,0.0,MSP,HNL,4361,92.92563392286384,100.0
TTN -> MDW,45,0,683.0,0.0,TTN,MDW,4362,92.94694225442149,100.0
ANC -> KOA,44,0,2874.0,0.0,ANC,KOA,4363,92.96825058597912,100.0
CHS -> FLL,43,0,470.0,0.0,CHS,FLL,4364,92.98955891753675,100.0
CLE -> SJU,43,0,1839.0,0.0,CLE,SJU,4365,93.0108672490944,100.0
DCA -> PVD,43,0,356.0,0.0,DCA,PVD,4366,93.03217558065204,100.0
FLL -> CHS,43,0,470.0,0.0,FLL,CHS,4367,93.05348391220967,100.0
PVD -> DCA,43,0,356.0,0.0,PVD,DCA,4368,93.07479224376732,100.0
SJU -> CLE,43,0,1839.0,0.0,SJU,CLE,4369,93.09610057532495,100.0
LEX -> LGA,42,0,604.0,0.0,LEX,LGA,4370,93.11740890688259,100.0
DEN -> LIH,41,0,3414.0,0.0,DEN,LIH,4371,93.13871723844022,100.0
LIH -> DEN,41,0,3414.0,0.0,LIH,DEN,4372,93.16002556999787,100.0
EWR -> JAC,40,0,1874.0,0.0,EWR,JAC,4373,93.1813339015555,100.0
JAC -> EWR,40,0,1874.0,0.0,JAC,EWR,4374,93.20264223311314,100.0
MCI -> SNA,40,0,1342.0,0.0,MCI,SNA,4375,93.22395056467079,100.0
MEM -> LGA,40,0,963.0,0.0,MEM,LGA,4376,93.24525889622842,100.0
SCE -> ATL,40,0,615.0,0.0,SCE,ATL,4377,93.26656722778607,100.0
SNA -> MCI,40,0,1342.0,0.0,SNA,MCI,4378,93.2878755593437,100.0
SNA -> STL,40,0,1569.0,0.0,SNA,STL,4379,93.30918389090134,100.0
STL -> SNA,40,0,1569.0,0.0,STL,SNA,4380,93.33049222245899,100.0
ATL -> FAR,39,0,1123.0,0.0,ATL,FAR,4381,93.35180055401662,100.0
ATL -> SCE,39,0,615.0,0.0,ATL,SCE,4382,93.37310888557427,100.0
FAR -> ATL,39,0,1123.0,0.0,FAR,ATL,4383,93.3944172171319,100.0
HOU -> SJU,38,0,1997.0,0.0,HOU,SJU,4384,93.41572554868954,100.0
MTJ -> PHX,38,0,419.0,0.0,MTJ,PHX,4385,93.43703388024718,100.0
PHX -> MTJ,38,0,419.0,0.0,PHX,MTJ,4386,93.45834221180482,100.0
SJU -> HOU,38,0,1997.0,0.0,SJU,HOU,4387,93.47965054336245,100.0
ATL -> STX,37,0,1638.0,0.0,ATL,STX,4388,93.50095887492009,100.0
STX -> ATL,37,0,1638.0,0.0,STX,ATL,4389,93.52226720647774,100.0
CVG -> MSN,36,0,373.0,0.0,CVG,MSN,4390,93.54357553803537,100.0
MSN -> CVG,36,0,373.0,0.0,MSN,CVG,4391,93.564883869593,100.0
ATL -> MTJ,35,0,1352.0,0.0,ATL,MTJ,4392,93.58619220115065,100.0
LGA -> MEM,35,0,963.0,0.0,LGA,MEM,4393,93.60750053270829,100.0
MTJ -> ATL,35,0,1352.0,0.0,MTJ,ATL,4394,93.62880886426593,100.0
ILG -> TPA,34,0,899.0,0.0,ILG,TPA,4395,93.65011719582357,100.0
TPA -> ILG,34,0,899.0,0.0,TPA,ILG,4396,93.6714255273812,100.0
ATL -> TVC,33,0,769.0,0.0,ATL,TVC,4397,93.69273385893885,100.0
BNA -> IAD,32,0,542.0,0.0,BNA,IAD,4398,93.71404219049649,100.0
JFK -> PSP,32,0,2378.0,0.0,JFK,PSP,4399,93.73535052205413,100.0
PBI -> PVD,32,0,1148.0,0.0,PBI,PVD,4400,93.75665885361177,100.0
PVD -> PBI,32,0,1148.0,0.0,PVD,PBI,4401,93.7779671851694,100.0
DCA -> SYR,31,0,298.0,0.0,DCA,SYR,4402,93.79927551672705,100.0
IAD -> IND,30,0,476.0,0.0,IAD,IND,4403,93.82058384828468,100.0
MDW -> PNS,30,0,781.0,0.0,MDW,PNS,4404,93.84189217984232,100.0
SLC -> RKS,30,0,162.0,0.0,SLC,RKS,4405,93.86320051139995,100.0
LAX -> MTJ,29,0,666.0,0.0,LAX,MTJ,4406,93.88450884295759,100.0
MSP -> RNO,29,0,1405.0,0.0,MSP,RNO,4407,93.90581717451524,100.0
MTJ -> SFO,29,0,791.0,0.0,MTJ,SFO,4408,93.92712550607287,100.0
RNO -> MSP,29,0,1405.0,0.0,RNO,MSP,4409,93.94843383763052,100.0
SFO -> MTJ,29,0,791.0,0.0,SFO,MTJ,4410,93.96974216918815,100.0
DEN -> OTH,27,0,1040.0,0.0,DEN,OTH,4411,93.99105050074579,100.0
ISP -> RSW,27,0,1101.0,0.0,ISP,RSW,4412,94.01235883230343,100.0
OTH -> DEN,27,0,1040.0,0.0,OTH,DEN,4413,94.03366716386107,100.0
RKS -> GCC,27,0,261.0,0.0,RKS,GCC,4414,94.05497549541872,100.0
RSW -> ISP,27,0,1101.0,0.0,RSW,ISP,4415,94.07628382697635,100.0
CHS -> SEA,26,0,2415.0,0.0,CHS,SEA,4416,94.09759215853398,100.0
SEA -> CHS,26,0,2415.0,0.0,SEA,CHS,4417,94.11890049009163,100.0
