ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
PSC -> SFO,364,10,620.0,2.7472527472527473,PSC,SFO,2014,42.91497975708502,91.07628960311106
DFW -> EVV,360,10,642.0,2.7777777777777777,DFW,EVV,2015,42.93628808864266,91.08772732471692
FLL -> ORH,334,10,1211.0,2.9940119760479043,FLL,ORH,2016,42.957596420200304,91.09916504632277
MYR -> ACY,334,10,466.0,2.9940119760479043,MYR,ACY,2017,42.97890475175794,91.11060276792863
DCA -> CAK,273,10,274.0,3.6630036630036633,DCA,CAK,2018,43.00021308331557,91.12204048953448
JAC -> ORD,260,10,1162.0,3.8461538461538463,JAC,ORD,2019,43.02152141487321,91.13347821114034
JAC -> LAX,256,10,784.0,3.90625,JAC,LAX,2020,43.042829746430854,91.1449159327462
OTH -> SFO,248,10,412.0,4.032258064516129,OTH,SFO,2021,43.064138077988495,91.15635365435205
PHL -> LGA,226,10,96.0,4.424778761061947,PHL,LGA,2022,43.08544640954613,91.1677913759579
SFO -> CEC,190,10,304.0,5.263157894736842,SFO,CEC,2023,43.10675474110377,91.17922909756376
OMA -> LGA,140,10,1148.0,7.142857142857142,OMA,LGA,2024,43.12806307266141,91.19066681916962
ERI -> DTW,108,10,164.0,9.25925925925926,ERI,DTW,2025,43.14937140421905,91.20210454077548
MSP -> ATL,4714,9,907.0,0.19092066185829445,MSP,ATL,2026,43.17067973577669,91.21239849022075
ATL -> MSP,4713,9,907.0,0.19096117122851686,ATL,MSP,2027,43.19198806733433,91.22269243966602
ATL -> PHX,3651,9,1587.0,0.24650780608052586,ATL,PHX,2028,43.21329639889196,91.23298638911129
PHX -> ATL,3644,9,1587.0,0.24698133918770582,PHX,ATL,2029,43.234604730449604,91.24328033855656
SLC -> SEA,3460,9,689.0,0.26011560693641617,SLC,SEA,2030,43.255913062007245,91.25357428800183
PDX -> PHX,3098,9,1009.0,0.2905100064557779,PDX,PHX,2031,43.277221393564886,91.2638682374471
SAT -> ATL,2865,9,874.0,0.31413612565445026,SAT,ATL,2032,43.29852972512253,91.27416218689237
ATL -> SAT,2864,9,874.0,0.31424581005586594,ATL,SAT,2033,43.31983805668016,91.28445613633764
ATL -> CAE,2685,9,192.0,0.33519553072625696,ATL,CAE,2034,43.3411463882378,91.29475008578292
DTW -> MCO,2635,9,957.0,0.3415559772296015,DTW,MCO,2035,43.36245471979544,91.30504403522818
DAL -> LAX,2473,9,1246.0,0.3639304488475536,DAL,LAX,2036,43.38376305135308,91.31533798467345
LAX -> MCO,2417,9,2218.0,0.3723624327678941,LAX,MCO,2037,43.40507138291072,91.32563193411872
ATL -> CVG,2376,9,373.0,0.3787878787878788,ATL,CVG,2038,43.426379714468354,91.335925883564
CVG -> ATL,2372,9,373.0,0.3794266441821248,CVG,ATL,2039,43.447688046025995,91.34621983300927
MIA -> TPA,1998,9,204.0,0.45045045045045046,MIA,TPA,2040,43.468996377583636,91.35651378245454
ATL -> LIT,1976,9,453.0,0.4554655870445344,ATL,LIT,2041,43.49030470914128,91.3668077318998
LAX -> CLT,1959,9,2125.0,0.45941807044410415,LAX,CLT,2042,43.51161304069892,91.37710168134507
MCI -> PHX,1827,9,1044.0,0.49261083743842365,MCI,PHX,2043,43.53292137225655,91.38739563079035
DEN -> SAT,1727,9,794.0,0.5211349160393747,DEN,SAT,2044,43.55422970381419,91.39768958023562
AUS -> PHX,1580,9,872.0,0.569620253164557,AUS,PHX,2045,43.57553803537183,91.40798352968089
MCO -> STL,1529,9,882.0,0.5886200130804448,MCO,STL,2046,43.59684636692947,91.41827747912615
DAL -> PHX,1463,9,879.0,0.6151742993848257,DAL,PHX,2047,43.61815469848711,91.42857142857143
GPT -> ATL,1414,9,352.0,0.6364922206506365,GPT,ATL,2048,43.639463030044745,91.4388653780167
RAP -> MSP,1322,9,489.0,0.680786686838124,RAP,MSP,2049,43.660771361602386,91.44915932746197
DCA -> DEN,1321,9,1476.0,0.6813020439061317,DCA,DEN,2050,43.68207969316003,91.45945327690724
HOU -> SAT,1299,9,192.0,0.6928406466512702,HOU,SAT,2051,43.70338802471767,91.46974722635251
CRP -> HOU,1249,9,187.0,0.7205764611689351,CRP,HOU,2052,43.7246963562753,91.48004117579778
PHX -> TUS,1155,9,110.0,0.7792207792207793,PHX,TUS,2053,43.74600468783294,91.49033512524305
LGB -> LAS,1141,9,231.0,0.7887817703768624,LGB,LAS,2054,43.76731301939058,91.50062907468832
LAS -> LGB,1139,9,231.0,0.7901668129938543,LAS,LGB,2055,43.78862135094822,91.51092302413359
SBN -> ATL,1129,9,566.0,0.7971656333038087,SBN,ATL,2056,43.80992968250586,91.52121697357887
IAH -> CVG,1076,9,871.0,0.8364312267657992,IAH,CVG,2057,43.8312380140635,91.53151092302413
MDW -> SEA,1028,9,1733.0,0.8754863813229572,MDW,SEA,2058,43.85254634562114,91.5418048724694
LGB -> OAK,1001,9,353.0,0.8991008991008992,LGB,OAK,2059,43.87385467717878,91.55209882191467
LGB -> SFO,998,9,354.0,0.9018036072144289,LGB,SFO,2060,43.89516300873642,91.56239277135995
OAK -> MDW,998,9,1844.0,0.9018036072144289,OAK,MDW,2061,43.91647134029405,91.57268672080522
DCA -> PHX,976,9,1979.0,0.9221311475409836,DCA,PHX,2062,43.93777967185169,91.58298067025049
PHX -> DCA,976,9,1979.0,0.9221311475409836,PHX,DCA,2063,43.959088003409335,91.59327461969575
DEN -> DSM,973,9,589.0,0.9249743062692704,DEN,DSM,2064,43.98039633496697,91.60356856914103
EVV -> ATL,958,9,350.0,0.9394572025052191,EVV,ATL,2065,44.00170466652461,91.6138625185863
HOU -> ABQ,950,9,759.0,0.9473684210526316,HOU,ABQ,2066,44.02301299808225,91.62415646803157
ATL -> VLD,935,9,208.0,0.9625668449197862,ATL,VLD,2067,44.04432132963989,91.63445041747684
TUL -> HOU,929,9,453.0,0.9687836383207751,TUL,HOU,2068,44.06562966119753,91.6447443669221
DEN -> ELP,921,9,563.0,0.9771986970684038,DEN,ELP,2069,44.08693799275517,91.65503831636738
ELP -> LAX,916,9,715.0,0.9825327510917031,ELP,LAX,2070,44.1082463243128,91.66533226581265
MCI -> MCO,909,9,1072.0,0.9900990099009901,MCI,MCO,2071,44.12955465587044,91.67562621525792
IND -> TPA,906,9,837.0,0.9933774834437087,IND,TPA,2072,44.150862987428084,91.68592016470319
HOU -> ELP,904,9,677.0,0.995575221238938,HOU,ELP,2073,44.172171318985725,91.69621411414846
CID -> ATL,884,9,694.0,1.0180995475113122,CID,ATL,2074,44.19347965054336,91.70650806359373
BQK -> ATL,878,9,238.0,1.0250569476082005,BQK,ATL,2075,44.214787982101,91.716802013039
ABY -> ATL,876,9,145.0,1.0273972602739725,ABY,ATL,2076,44.23609631365864,91.72709596248427
ELP -> AUS,867,9,528.0,1.0380622837370241,ELP,AUS,2077,44.25740464521628,91.73738991192954
JFK -> DEN,816,9,1626.0,1.1029411764705883,JFK,DEN,2078,44.27871297677392,91.74768386137482
TWF -> SLC,815,9,175.0,1.1042944785276074,TWF,SLC,2079,44.30002130833156,91.75797781082008
FLL -> BNA,780,9,793.0,1.153846153846154,FLL,BNA,2080,44.32132963988919,91.76827176026535
TYS -> IAH,774,9,771.0,1.1627906976744187,TYS,IAH,2081,44.342637971446834,91.77856570971062
MDW -> SFO,766,9,1855.0,1.1749347258485638,MDW,SFO,2082,44.363946303004475,91.7888596591559
STT -> SJU,732,9,68.0,1.2295081967213115,STT,SJU,2083,44.385254634562116,91.79915360860117
OMA -> DTW,720,9,651.0,1.25,OMA,DTW,2084,44.40656296611975,91.80944755804644
DCA -> MSY,706,9,969.0,1.2747875354107647,DCA,MSY,2085,44.42787129767739,91.8197415074917
MHT -> MCO,704,9,1142.0,1.278409090909091,MHT,MCO,2086,44.44917962923503,91.83003545693697
ALB -> MCO,691,9,1073.0,1.3024602026049203,ALB,MCO,2087,44.47048796079267,91.84032940638225
CLT -> MEM,690,9,511.0,1.3043478260869565,CLT,MEM,2088,44.49179629235031,91.85062335582752
MSP -> ABR,671,9,257.0,1.3412816691505216,MSP,ABR,2089,44.51310462390794,91.86091730527279
RHI -> MSP,667,9,190.0,1.3493253373313343,RHI,MSP,2090,44.534412955465584,91.87121125471805
SCC -> BRW,666,9,204.0,1.3513513513513513,SCC,BRW,2091,44.555721287023225,91.88150520416333
MDW -> DSM,643,9,306.0,1.3996889580093312,MDW,DSM,2092,44.577029618580866,91.8917991536086
DEN -> EUG,630,9,996.0,1.4285714285714286,DEN,EUG,2093,44.59833795013851,91.90209310305387
PHX -> MRY,629,9,598.0,1.4308426073131957,PHX,MRY,2094,44.61964628169615,91.91238705249914
DFW -> FAT,617,9,1313.0,1.4586709886547813,DFW,FAT,2095,44.64095461325378,91.92268100194441
JAX -> IAH,617,9,817.0,1.4586709886547813,JAX,IAH,2096,44.662262944811424,91.93297495138968
CVG -> MIA,609,9,948.0,1.477832512315271,CVG,MIA,2097,44.68357127636906,91.94326890083495
TUS -> ORD,607,9,1437.0,1.4827018121911038,TUS,ORD,2098,44.7048796079267,91.95356285028022
ATL -> GRK,597,9,803.0,1.507537688442211,ATL,GRK,2099,44.72618793948434,91.96385679972549
GRK -> ATL,596,9,803.0,1.5100671140939599,GRK,ATL,2100,44.747496271041975,91.97415074917078
CMH -> MIA,593,9,990.0,1.5177065767284992,CMH,MIA,2101,44.768804602599616,91.98444469861603
MSP -> IAD,591,9,908.0,1.5228426395939088,MSP,IAD,2102,44.79011293415726,91.9947386480613
BHM -> BWI,590,9,682.0,1.5254237288135595,BHM,BWI,2103,44.8114212657149,92.00503259750657
SLC -> BOS,578,9,2105.0,1.5570934256055362,SLC,BOS,2104,44.83272959727253,92.01532654695185
BOS -> SLC,577,9,2105.0,1.559792027729636,BOS,SLC,2105,44.854037928830174,92.02562049639712
MEI -> PIB,573,9,69.0,1.5706806282722512,MEI,PIB,2106,44.87534626038781,92.0359144458424
DEN -> MSO,567,9,679.0,1.5873015873015872,DEN,MSO,2107,44.89665459194545,92.04620839528765
AMA -> DEN,563,9,359.0,1.5985790408525755,AMA,DEN,2108,44.91796292350309,92.05650234473293
DEN -> AMA,563,9,359.0,1.5985790408525755,DEN,AMA,2109,44.93927125506073,92.0667962941782
MIA -> BHM,547,9,661.0,1.6453382084095063,MIA,BHM,2110,44.960579586618366,92.07709024362347
MDW -> ORF,538,9,704.0,1.6728624535315983,MDW,ORF,2111,44.98188791817601,92.08738419306874
MDW -> ROC,511,9,523.0,1.761252446183953,MDW,ROC,2112,45.00319624973365,92.09767814251401
MSP -> LSE,493,9,119.0,1.8255578093306288,MSP,LSE,2113,45.02450458129129,92.10797209195928
IAH -> BFL,492,9,1428.0,1.8292682926829267,IAH,BFL,2114,45.04581291284892,92.11826604140455
IAH -> RDU,492,9,1042.0,1.8292682926829267,IAH,RDU,2115,45.06712124440656,92.12855999084982
LSE -> MSP,492,9,119.0,1.8292682926829267,LSE,MSP,2116,45.0884295759642,92.13885394029509
MCO -> TTN,486,9,896.0,1.8518518518518516,MCO,TTN,2117,45.10973790752184,92.14914788974036
DAY -> DEN,435,9,1085.0,2.0689655172413794,DAY,DEN,2118,45.13104623907948,92.15944183918563
LGA -> SRQ,432,9,1047.0,2.083333333333333,LGA,SRQ,2119,45.15235457063712,92.1697357886309
PHL -> IND,421,9,588.0,2.137767220902613,PHL,IND,2120,45.173662902194756,92.18002973807617
SFO -> SMX,415,9,216.0,2.1686746987951806,SFO,SMX,2121,45.1949712337524,92.19032368752144
MSP -> RST,405,9,76.0,2.2222222222222223,MSP,RST,2122,45.21627956531004,92.20061763696673
RSW -> BDL,400,9,1180.0,2.25,RSW,BDL,2123,45.23758789686767,92.210911586412
ORD -> JAC,395,9,1162.0,2.278481012658228,ORD,JAC,2124,45.258896228425314,92.22120553585725
PBI -> IAH,379,9,956.0,2.3746701846965697,PBI,IAH,2125,45.28020455998295,92.23149948530252
DFW -> FAR,367,9,968.0,2.452316076294278,DFW,FAR,2126,45.30151289154059,92.2417934347478
DIK -> DEN,341,9,488.0,2.6392961876832843,DIK,DEN,2127,45.32282122309823,92.25208738419308
JAX -> MIA,339,9,335.0,2.6548672566371683,JAX,MIA,2128,45.34412955465587,92.26238133363834
MDW -> TUL,334,9,583.0,2.694610778443114,MDW,TUL,2129,45.36543788621351,92.2726752830836
SRQ -> JFK,334,9,1041.0,2.694610778443114,SRQ,JFK,2130,45.386746217771154,92.28296923252887
BOS -> MYR,333,9,738.0,2.7027027027027026,BOS,MYR,2131,45.40805454932879,92.29326318197415
ORD -> BIS,333,9,716.0,2.7027027027027026,ORD,BIS,2132,45.42936288088642,92.30355713141942
PSE -> JFK,333,9,1617.0,2.7027027027027026,PSE,JFK,2133,45.450671212444064,92.3138510808647
BRW -> ANC,332,9,725.0,2.710843373493976,BRW,ANC,2134,45.471979544001705,92.32414503030996
CMI -> DFW,332,9,692.2710843373494,2.710843373493976,CMI,DFW,2135,45.493287875559346,92.33443897975523
LBB -> AUS,320,9,341.0,2.8125,LBB,AUS,2136,45.51459620711698,92.3447329292005
COD -> DEN,316,9,391.0,2.848101265822785,COD,DEN,2137,45.53590453867462,92.35502687864577
BNA -> CVG,314,9,230.0,2.8662420382165608,BNA,CVG,2138,45.55721287023226,92.36532082809104
SDF -> DFW,298,9,733.0,3.0201342281879198,SDF,DFW,2139,45.578521201789904,92.37561477753631
SJC -> JFK,296,9,2569.0,3.040540540540541,SJC,JFK,2140,45.59982953334754,92.38590872698158
CRW -> IAH,283,9,975.0,3.180212014134275,CRW,IAH,2141,45.62113786490517,92.39620267642685
DEN -> PUB,264,9,109.0,3.4090909090909087,DEN,PUB,2142,45.642446196462814,92.40649662587212
MIA -> ORF,239,9,802.0,3.765690376569038,MIA,ORF,2143,45.663754528020455,92.41679057531739
IAG -> FLL,206,9,1176.0,4.368932038834951,IAG,FLL,2144,45.685062859578096,92.42708452476268
CAE -> IAD,194,9,401.0,4.639175257731959,CAE,IAD,2145,45.70637119113574,92.43737847420795
SCC -> ANC,189,9,627.0,4.761904761904762,SCC,ANC,2146,45.72767952269337,92.4476724236532
ALB -> EWR,169,9,143.0,5.325443786982249,ALB,EWR,2147,45.74898785425101,92.45796637309847
ORD -> LBE,158,9,459.0,5.69620253164557,ORD,LBE,2148,45.770296185808654,92.46826032254376
DTW -> ERI,108,9,164.0,8.333333333333332,DTW,ERI,2149,45.79160451736629,92.47855427198903
HNL -> ITO,4794,8,216.0,0.1668752607425949,HNL,ITO,2150,45.81291284892393,92.4877044492737
ITO -> HNL,4794,8,216.0,0.1668752607425949,ITO,HNL,2151,45.83422118048156,92.49685462655839
PHX -> MSP,4058,8,1276.0,0.19714144898965008,PHX,MSP,2152,45.855529512039205,92.50600480384308
ATL -> SFO,3126,8,2139.0,0.2559181062060141,ATL,SFO,2153,45.876837843596846,92.51515498112775
PHX -> ONT,2978,8,325.0,0.2686366689053056,PHX,ONT,2154,45.89814617515449,92.52430515841245
CAE -> ATL,2684,8,192.0,0.29806259314456035,CAE,ATL,2155,45.91945450671213,92.53345533569714
LAX -> DAL,2468,8,1246.0,0.3241491085899514,LAX,DAL,2156,45.94076283826976,92.54260551298181
SFO -> MSP,2449,8,1589.0,0.32666394446712943,SFO,MSP,2157,45.962071169827404,92.5517556902665
MSP -> SFO,2446,8,1589.0,0.3270645952575634,MSP,SFO,2158,45.98337950138504,92.56090586755118
MSP -> STL,2273,8,448.0,0.3519577650681918,MSP,STL,2159,46.00468783294268,92.57005604483587
SMF -> SNA,2118,8,404.0,0.3777148253068933,SMF,SNA,2160,46.02599616450032,92.57920622212056
CLT -> JAX,2085,8,328.0,0.38369304556354916,CLT,JAX,2161,46.04730449605796,92.58835639940524
PHX -> BUR,1884,8,369.0,0.42462845010615713,PHX,BUR,2162,46.068612827615596,92.59750657668992
FLL -> LAX,1752,8,2342.7237442922374,0.45662100456621,FLL,LAX,2163,46.08992115917324,92.6066567539746
LAX -> FLL,1747,8,2342.7229536348027,0.45792787635947335,LAX,FLL,2164,46.11122949073088,92.61580693125929
SJC -> SLC,1678,8,584.0,0.47675804529201427,SJC,SLC,2165,46.13253782228852,92.62495710854398
CLT -> PBI,1617,8,590.0,0.49474335188620905,CLT,PBI,2166,46.15384615384615,92.63410728582866
BUF -> MCO,1525,8,1011.0,0.5245901639344263,BUF,MCO,2167,46.175154485403795,92.64325746311334
MCO -> BUF,1521,8,1011.0,0.5259697567389875,MCO,BUF,2168,46.19646281696143,92.65240764039804
CLT -> MSY,1520,8,651.0,0.5263157894736842,CLT,MSY,2169,46.21777114851907,92.66155781768272
LAS -> DAL,1435,8,1067.0,0.5574912891986062,LAS,DAL,2170,46.23907948007671,92.6707079949674
DAL -> LAS,1431,8,1067.0,0.5590496156533892,DAL,LAS,2171,46.26038781163435,92.67985817225208
ATL -> GPT,1414,8,352.0,0.5657708628005658,ATL,GPT,2172,46.281696143191986,92.68900834953678
LAS -> HOU,1407,8,1235.0,0.5685856432125089,LAS,HOU,2173,46.30300447474963,92.69815852682146
GRR -> DTW,1399,8,120.0,0.5718370264474625,GRR,DTW,2174,46.32431280630727,92.70730870410614
DEN -> RNO,1373,8,804.0,0.5826656955571741,DEN,RNO,2175,46.3456211378649,92.71645888139084
DTW -> STL,1338,8,440.0,0.5979073243647235,DTW,STL,2176,46.366929469422544,92.7256090586755
DEN -> DCA,1319,8,1476.0,0.6065200909780136,DEN,DCA,2177,46.38823780098018,92.7347592359602
IND -> PHX,1306,8,1488.0,0.6125574272588056,IND,PHX,2178,46.40954613253782,92.74390941324488
SGF -> ATL,1294,8,563.0,0.6182380216383307,SGF,ATL,2179,46.43085446409546,92.75305959052956
SAT -> HOU,1285,8,192.0,0.622568093385214,SAT,HOU,2180,46.4521627956531,92.76220976781426
DAL -> ELP,1282,8,562.0,0.62402496099844,DAL,ELP,2181,46.47347112721074,92.77135994509894
LAS -> SAT,1279,8,1069.0,0.6254886630179828,LAS,SAT,2182,46.49477945876838,92.78051012238362
LAS -> ABQ,1268,8,486.0,0.6309148264984227,LAS,ABQ,2183,46.51608779032602,92.78966029966831
ABQ -> LAS,1265,8,486.0,0.6324110671936759,ABQ,LAS,2184,46.53739612188366,92.79881047695298
CLE -> DEN,1239,8,1201.0,0.645682001614205,CLE,DEN,2185,46.558704453441294,92.80796065423768
ATL -> LFT,1197,8,503.0,0.6683375104427736,ATL,LFT,2186,46.580012784998935,92.81711083152237
LFT -> ATL,1195,8,503.0,0.6694560669456067,LFT,ATL,2187,46.60132111655657,92.82626100880704
AUS -> LAS,1189,8,1090.0,0.6728343145500421,AUS,LAS,2188,46.62262944811421,92.83541118609173
IAD -> LAS,1177,8,2065.0,0.6796941376380629,IAD,LAS,2189,46.64393777967185,92.84456136337641
CLE -> IAH,1151,8,1091.0,0.6950477845351868,CLE,IAH,2190,46.66524611122949,92.8537115406611
SAN -> IAD,1150,8,2253.0,0.6956521739130435,SAN,IAD,2191,46.686554442787134,92.86286171794579
MSP -> BNA,1076,8,695.0,0.7434944237918215,MSP,BNA,2192,46.70786277434477,92.87201189523047
BZN -> SLC,1065,8,347.0,0.7511737089201878,BZN,SLC,2193,46.72917110590241,92.88116207251515
GRB -> MSP,1060,8,252.0,0.7547169811320755,GRB,MSP,2194,46.750479437460044,92.89031224979985
SJU -> PHL,1026,8,1576.0,0.7797270955165692,SJU,PHL,2195,46.771787769017685,92.89946242708453
PIT -> DEN,1009,8,1290.0,0.7928642220019821,PIT,DEN,2196,46.793096100575326,92.90861260436921
OAK -> LGB,1002,8,353.0,0.7984031936127743,OAK,LGB,2197,46.81440443213297,92.91776278165389
DCA -> LAX,1000,8,2311.0,0.8,DCA,LAX,2198,46.8357127636906,92.92691295893857
LAX -> MCI,1000,8,1363.0,0.8,LAX,MCI,2199,46.85702109524824,92.93606313622327
SEA -> PHL,990,8,2378.0,0.8080808080808081,SEA,PHL,2200,46.878329426805884,92.94521331350795
DEN -> PSP,989,8,776.0,0.8088978766430739,DEN,PSP,2201,46.899637758363525,92.95436349079263
BNA -> MSP,988,8,695.0,0.8097165991902834,BNA,MSP,2202,46.92094608992116,92.96351366807733
MSY -> TPA,984,8,488.0,0.8130081300813009,MSY,TPA,2203,46.94225442147879,92.972663845362
EWR -> SAN,983,8,2425.0,0.8138351983723295,EWR,SAN,2204,46.963562753036435,92.98181402264669
IAH -> IND,979,8,844.0,0.8171603677221655,IAH,IND,2205,46.984871084594076,92.99096419993137
PBI -> BWI,968,8,883.0,0.8264462809917356,PBI,BWI,2206,47.00617941615172,93.00011437721606
VLD -> ATL,935,8,208.0,0.8556149732620321,VLD,ATL,2207,47.02748774770936,93.00926455450075
DTW -> RDU,933,8,501.0,0.857449088960343,DTW,RDU,2208,47.04879607926699,93.01841473178543
TPA -> IND,911,8,837.0,0.8781558726673985,TPA,IND,2209,47.070104410824634,93.02756490907012
BNA -> JAX,901,8,483.0,0.8879023307436182,BNA,JAX,2210,47.091412742382275,93.03671508635479
ABE -> ATL,898,8,692.0,0.8908685968819599,ABE,ATL,2211,47.11272107393991,93.04586526363948
ELP -> DEN,872,8,563.0,0.9174311926605505,ELP,DEN,2212,47.13402940549755,93.05501544092417
AUS -> ELP,868,8,528.0,0.9216589861751152,AUS,ELP,2213,47.155337737055184,93.06416561820885
IAH -> STL,867,8,667.0,0.922722029988466,IAH,STL,2214,47.176646068612826,93.07331579549354
CLE -> FLL,831,8,1062.0,0.9626955475330927,CLE,FLL,2215,47.19795440017047,93.08246597277822
BWI -> MSY,828,8,998.0,0.966183574879227,BWI,MSY,2216,47.21926273172811,93.0916161500629
FLL -> ACY,817,8,977.0,0.9791921664626682,FLL,ACY,2217,47.24057106328575,93.1007663273476
SLC -> TWF,815,8,175.0,0.98159509202454,SLC,TWF,2218,47.26187939484338,93.10991650463227
BNA -> CLE,795,8,448.0,1.0062893081761006,BNA,CLE,2219,47.283187726401025,93.11906668191696
BNA -> FLL,781,8,793.0,1.0243277848911652,BNA,FLL,2220,47.30449605795866,93.12821685920166
IAH -> TYS,776,8,771.0,1.0309278350515463,IAH,TYS,2221,47.3258043895163,93.13736703648632
MDW -> SLC,772,8,1259.0,1.0362694300518136,MDW,SLC,2222,47.34711272107394,93.14651721377102
JNU -> SIT,755,8,95.0,1.0596026490066226,JNU,SIT,2223,47.368421052631575,93.1556673910557
PHX -> SBP,717,8,509.0,1.1157601115760112,PHX,SBP,2224,47.389729384189216,93.16481756834038
ALB -> CLT,705,8,646.0,1.1347517730496455,ALB,CLT,2225,47.41103771574686,93.17396774562508
ABR -> MSP,671,8,257.0,1.1922503725782414,ABR,MSP,2226,47.4323460473045,93.18311792290976
SFO -> TUS,654,8,751.0,1.2232415902140672,SFO,TUS,2227,47.45365437886214,93.19226810019444
GRB -> DTW,653,8,287.0,1.2251148545176112,GRB,DTW,2228,47.474962710419774,93.20141827747914
DCA -> CHS,649,8,444.0,1.2326656394453006,DCA,CHS,2229,47.49627104197741,93.2105684547638
BNA -> CMH,639,8,337.0,1.2519561815336464,BNA,CMH,2230,47.51757937353505,93.2197186320485
MCI -> DCA,638,8,949.0,1.2539184952978055,MCI,DCA,2231,47.53888770509269,93.22886880933318
TUS -> SFO,636,8,751.0,1.257861635220126,TUS,SFO,2232,47.56019603665033,93.23801898661786
STL -> BNA,628,8,272.0,1.2738853503184715,STL,BNA,2233,47.58150436820797,93.24716916390256
STL -> PHL,626,8,814.0,1.2779552715654952,STL,PHL,2234,47.60281269976561,93.25631934118724
JFK -> LGB,612,8,2465.0,1.3071895424836601,JFK,LGB,2235,47.62412103132325,93.26546951847192
DIK -> MSP,597,8,481.0,1.340033500837521,DIK,MSP,2236,47.64542936288089,93.2746196957566
IAD -> MSP,591,8,908.0,1.353637901861252,IAD,MSP,2237,47.666737694438524,93.2837698730413
MCI -> SFO,580,8,1499.0,1.3793103448275863,MCI,SFO,2238,47.688046025996165,93.29292005032598
ORD -> PBI,580,8,1144.0,1.3793103448275863,ORD,PBI,2239,47.7093543575538,93.30207022761066
PBI -> ORD,580,8,1144.0,1.3793103448275863,PBI,ORD,2240,47.73066268911144,93.31122040489535
EWN -> ATL,575,8,433.0,1.391304347826087,EWN,ATL,2241,47.75197102066908,93.32037058218003
DFW -> JFK,558,8,1391.0,1.4336917562724014,DFW,JFK,2242,47.77327935222672,93.32952075946471
STT -> JFK,548,8,1623.0,1.4598540145985401,STT,JFK,2243,47.794587683784364,93.3386709367494
MFR -> DEN,525,8,964.0,1.5238095238095237,MFR,DEN,2244,47.815896015342,93.34782111403408
DTW -> PWM,520,8,668.0,1.5384615384615385,DTW,PWM,2245,47.83720434689964,93.35697129131877
PWM -> DTW,514,8,668.0,1.556420233463035,PWM,DTW,2246,47.858512678457274,93.36612146860345
OGG -> DFW,504,8,3711.0,1.5873015873015872,OGG,DFW,2247,47.879821010014915,93.37527164588813
DEN -> RDM,480,8,898.0,1.6666666666666667,DEN,RDM,2248,47.901129341572556,93.38442182317283
RDM -> DEN,480,8,898.0,1.6666666666666667,RDM,DEN,2249,47.92243767313019,93.39357200045751
IAH -> ONT,474,8,1334.0,1.6877637130801686,IAH,ONT,2250,47.94374600468783,93.40272217774219
ONT -> IAH,473,8,1334.0,1.6913319238900635,ONT,IAH,2251,47.96505433624547,93.41187235502689
SJU -> BDL,456,8,1666.0,1.7543859649122806,SJU,BDL,2252,47.986362667803114,93.42102253231155
DTW -> MBS,436,8,98.0,1.834862385321101,DTW,MBS,2253,48.007670999360755,93.43017270959625
MDW -> SMF,417,8,1790.0,1.9184652278177456,MDW,SMF,2254,48.02897933091839,93.43932288688094
IAH -> ASE,413,8,913.0,1.937046004842615,IAH,ASE,2255,48.05028766247602,93.44847306416561
RDU -> IAD,383,8,224.0,2.088772845953003,RDU,IAD,2256,48.071595994033665,93.4576232414503
DEN -> BDL,346,8,1671.0,2.312138728323699,DEN,BDL,2257,48.092904325591306,93.46677341873499
MIA -> JAX,339,8,335.0,2.359882005899705,MIA,JAX,2258,48.11421265714895,93.47592359601967
RSW -> HPN,334,8,1102.0,2.3952095808383236,RSW,HPN,2259,48.13552098870658,93.48507377330436
SAV -> BOS,334,8,901.0,2.3952095808383236,SAV,BOS,2260,48.15682932026422,93.49422395058905
HNL -> EWR,330,8,4962.0,2.4242424242424243,HNL,EWR,2261,48.178137651821864,93.50337412787373
AUS -> LBB,320,8,341.0,2.5,AUS,LBB,2262,48.199445983379505,93.51252430515842
LBE -> MCO,318,8,824.0,2.515723270440252,LBE,MCO,2263,48.22075431493714,93.52167448244309
TYS -> EWR,306,8,631.0,2.6143790849673203,TYS,EWR,2264,48.24206264649478,93.53082465972778
DFW -> SDF,298,8,733.0,2.684563758389262,DFW,SDF,2265,48.263370978052414,93.53997483701247
GRR -> IAH,293,8,1042.0,2.7303754266211606,GRR,IAH,2266,48.284679309610055,93.54912501429715
IMT -> RHI,286,8,67.0,2.797202797202797,IMT,RHI,2267,48.3059876411677,93.55827519158184
MQT -> ORD,286,8,303.0,2.797202797202797,MQT,ORD,2268,48.32729597272534,93.56742536886652
LIT -> DTW,280,8,705.0,2.857142857142857,LIT,DTW,2269,48.34860430428298,93.5765755461512
IAH -> PIA,266,8,802.0,3.007518796992481,IAH,PIA,2270,48.36991263584061,93.58572572343589
MYR -> ORD,242,8,753.0,3.3057851239669422,MYR,ORD,2271,48.391220967398255,93.59487590072058
LAX -> SAF,230,8,710.0,3.4782608695652173,LAX,SAF,2272,48.41252929895589,93.60402607800526
FLL -> IAG,206,8,1176.0,3.8834951456310676,FLL,IAG,2273,48.43383763051353,93.61317625528994
EWR -> AVL,174,8,583.0,4.597701149425287,EWR,AVL,2274,48.45514596207117,93.62232643257464
CRW -> DFW,146,8,946.0,5.47945205479452,CRW,DFW,2275,48.476454293628805,93.63147660985932
